,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
515,Christina Miller,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""43967741"" dir=""ltr"" href=""/PascoSheriff""><s>@</s><b>PascoSheriff</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""16219206"" dir=""ltr"" href=""/RCSD""><s>@</s><b>RCSD</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""796011432232022016"" dir=""ltr"" href=""/ArkCity_Police""><s>@</s><b>ArkCity_Police</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""913118012294750209"" dir=""ltr"" href=""/HaralsonSheriff""><s>@</s><b>HaralsonSheriff</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""191183369"" dir=""ltr"" href=""/TakomaParkPD""><s>@</s><b>TakomaParkPD</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""888392562721128449"" dir=""ltr"" href=""/9PMRoutine1""><s>@</s><b>9PMRoutine1</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""2290091744"" dir=""ltr"" href=""/RPDCaptDan""><s>@</s><b>RPDCaptDan</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""86590311"" dir=""ltr"" href=""/SheriffChody""><s>@</s><b>SheriffChody</b></a> <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""725387251945885696"" dir=""ltr"" href=""/Scott1Lt""><s>@</s><b>Scott1Lt</b></a> WV is all secured. Under a <strong>tornado</strong> watch til 3am, but, he's just having fun with Sonic &amp; Friends. We hope each of y'all have an amazing evening and please stay safe <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/VFllo1DBC9"">pic.twitter.com/VFllo1DBC9</a></p>",0,5,2,,,,0,"@PascoSheriff @RCSD @ArkCity_Police @HaralsonSheriff @TakomaParkPD @9PMRoutine1 @RPDCaptDan @SheriffChody @Scott1Lt WV is all secured. Under a tornado watch til 3am, but, he's just having fun with Sonic & Friends. We hope each of y'all have an amazing evening and please stay safe pic.twitter.com/VFllo1DBC9",2019-04-14 23:46:24,1555285584,1117574857963769857,/connor122506/status/1117574857963769857,67400987,connor122506
516,Kevin Benson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A <strong>Tornado</strong> Warning is in effect until 8 pm for Venango County.  Be prepared to take action to be safe. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/wpxi?src=hash""><s>#</s><b>wpxi</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/SymxlHZeBp"">pic.twitter.com/SymxlHZeBp</a></p>",0,2,0,,,,2,A Tornado Warning is in effect until 8 pm for Venango County.  Be prepared to take action to be safe. #wpxipic.twitter.com/SymxlHZeBp,2019-04-14 23:46:23,1555285583,1117574854490951680,/WPXIBenson/status/1117574854490951680,1482224563,WPXIBenson
517,rjamesolson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> watch. Severe thunderstorm warning. 60mph winds w/ quarter-sized hail.  Fun stuff.... <a class=""twitter-timeline-link"" data-expanded-url=""https://forecast.weather.gov/showsigwx.php?warnzone=NYZ019&amp;warncounty=NYC013&amp;firewxzone=NYZ019&amp;local_place1=Jamestown%20NY&amp;product1=Tornado+Watch&amp;lat=42.0977&amp;lon=-79.2393#.XLO-c6R7lPY"" dir=""ltr"" href=""https://t.co/XIMt9yhuUn"" rel=""nofollow noopener"" target=""_blank"" title=""https://forecast.weather.gov/showsigwx.php?warnzone=NYZ019&amp;warncounty=NYC013&amp;firewxzone=NYZ019&amp;local_place1=Jamestown%20NY&amp;product1=Tornado+Watch&amp;lat=42.0977&amp;lon=-79.2393#.XLO-c6R7lPY""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">forecast.weather.gov/showsigwx.php?</span><span class=""invisible"">warnzone=NYZ019&amp;warncounty=NYC013&amp;firewxzone=NYZ019&amp;local_place1=Jamestown%20NY&amp;product1=Tornado+Watch&amp;lat=42.0977&amp;lon=-79.2393#.XLO-c6R7lPY</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,Tornado watch. Severe thunderstorm warning. 60mph winds w/ quarter-sized hail.  Fun stuff.... https://forecast.weather.gov/showsigwx.php?warnzone=NYZ019&warncounty=NYC013&firewxzone=NYZ019&local_place1=Jamestown%20NY&product1=Tornado+Watch&lat=42.0977&lon=-79.2393#.XLO-c6R7lPY …,2019-04-14 23:46:23,1555285583,1117574853412970501,/rjamesolson/status/1117574853412970501,799068543534923777,rjamesolson
518,Raquel Rivera,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I definitely would've had to record it if I saw one in person. I've seen a water spout years ago. I was a kid. That was cool! Still haven't seen a <strong>tornado</strong> in person though. I'd love to some day, but  definitely from a safe distance.</p>",0,1,0,,,,0,"I definitely would've had to record it if I saw one in person. I've seen a water spout years ago. I was a kid. That was cool! Still haven't seen a tornado in person though. I'd love to some day, but  definitely from a safe distance.",2019-04-14 23:46:22,1555285582,1117574851504504832,/Raquel_X_Rivera/status/1117574851504504832,4830936616,Raquel_X_Rivera
519,Elizabeth Bashaw,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">I was talking to my mom and they live a hour an half from the clinic and I was rubbing the weather in her face, I live in Ohio where I live we had a <strong>tornado</strong> warning plus tonite it will be cold..but Michigan weather is unpredictable</p>",0,1,0,,,,0,"I was talking to my mom and they live a hour an half from the clinic and I was rubbing the weather in her face, I live in Ohio where I live we had a tornado warning plus tonite it will be cold..but Michigan weather is unpredictable",2019-04-14 23:46:19,1555285579,1117574839328546816,/95elizabeth2/status/1117574839328546816,2798132403,95elizabeth2
520,Matthew Schrier,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Warning just issued for York County PA until 8:30 pm EDT. Radar indicated. Take cover! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PAwx?src=hash""><s>#</s><b>PAwx</b></a></p>",0,0,0,,,,0,Tornado Warning just issued for York County PA until 8:30 pm EDT. Radar indicated. Take cover! #PAwx,2019-04-14 23:46:12,1555285572,1117574806751326208,/_MatthewSchrier/status/1117574806751326208,711001495,_MatthewSchrier
521,Gregory Larson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The National Weather Service has issued a <strong>tornado</strong> watch for Chautauqua, Cattaraugus, and Allegany counties until 3:00 AM Monday. <a class=""twitter-timeline-link"" data-expanded-url=""https://chautauquatoday.com/news/details.cfm?clientid=25&amp;id=282791#.XLPF9hYpDYU"" dir=""ltr"" href=""https://t.co/kRz374txD1"" rel=""nofollow noopener"" target=""_blank"" title=""https://chautauquatoday.com/news/details.cfm?clientid=25&amp;id=282791#.XLPF9hYpDYU""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">chautauquatoday.com/news/details.c</span><span class=""invisible"">fm?clientid=25&amp;id=282791#.XLPF9hYpDYU</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"The National Weather Service has issued a tornado watch for Chautauqua, Cattaraugus, and Allegany counties until 3:00 AM Monday. https://chautauquatoday.com/news/details.cfm?clientid=25&id=282791#.XLPF9hYpDYU …",2019-04-14 23:46:11,1555285571,1117574802452164609,/GregLarsonWDOE/status/1117574802452164609,4852020407,GregLarsonWDOE
522,joan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">My phone just went off. It said <strong>tornado</strong> warning take shelter now!!</p>",0,0,0,,,,0,My phone just went off. It said tornado warning take shelter now!!,2019-04-14 23:46:10,1555285570,1117574801856577536,/laydyone/status/1117574801856577536,33744590,laydyone
523,Twiggyanajones2 COUCH POTATO,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">You must have a breeze up north. If I opened my windows the wind would carry us all away. Lol Darn <strong>tornado</strong> warning</p>",0,1,0,,,,0,You must have a breeze up north. If I opened my windows the wind would carry us all away. Lol Darn tornado warning,2019-04-14 23:46:08,1555285568,1117574793212112896,/Twiggyanajones2/status/1117574793212112896,817031551812861952,Twiggyanajones2
524,Ollie Medel,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""es"">El mejor tweet del dia!!<img alt=""🙌🏼"" aria-label=""Emoji: Person raising both hands in celebration (medium light skin tone)"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f64c-1f3fc.png"" title=""Person raising both hands in celebration (medium light skin tone)""/> no saben de vdd lo estresante que es vivir con alerta de <strong>tornado</strong>!!! <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/marysvilleohPD/status/1117574505537396736"" dir=""ltr"" href=""https://t.co/wrUoMxSL92"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/marysvilleohPD/status/1117574505537396736""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/marysvilleohPD</span><span class=""invisible"">/status/1117574505537396736</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,El mejor tweet del dia!! no saben de vdd lo estresante que es vivir con alerta de tornado!!! https://twitter.com/marysvilleohPD/status/1117574505537396736 …,2019-04-14 23:46:08,1555285568,1117574790255140865,/olliemedel/status/1117574790255140865,82620882,olliemedel
525,roy lee clark,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">our area had tornadoes all around and we were under severe thunderstorm warning <strong>tornado</strong> warning. at 1230 yest aftn had to go to our safe place for second time in last two weeks, we lost power for 22 hours-- came back on at 11 am on Sunday lucky we only had one huge tree down.</p>",0,0,0,,,,1,"our area had tornadoes all around and we were under severe thunderstorm warning tornado warning. at 1230 yest aftn had to go to our safe place for second time in last two weeks, we lost power for 22 hours-- came back on at 11 am on Sunday lucky we only had one huge tree down.",2019-04-14 23:46:07,1555285567,1117574789319864320,/royleeclark1/status/1117574789319864320,2155624298,royleeclark1
526,Tracy,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Im in the middle of Sited <strong>tornado</strong> warning. No I'm not going on.</p>",0,1,0,,,,0,Im in the middle of Sited tornado warning. No I'm not going on.,2019-04-14 23:46:07,1555285567,1117574786459164672,/Bluesaphire33/status/1117574786459164672,766010259366371330,Bluesaphire33
527,[FREN] Fartboi,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""1140510756"" dir=""ltr"" href=""/CyberiusGamer""><s>@</s><b>CyberiusGamer</b></a> you got a <strong>tornado</strong> watch too?</p>",0,1,1,,,,0,@CyberiusGamer you got a tornado watch too?,2019-04-14 23:46:04,1555285564,1117574775751217163,/GavynNeudeck/status/1117574775751217163,2866185391,GavynNeudeck
528,MOVISIS EC,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""es"">Captan <strong>tornado</strong> de fuego  en Oklahoma , Estados Unidos<img alt=""🇺🇸"" aria-label=""Emoji: Flag of United States"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f1fa-1f1f8.png"" title=""Flag of United States""/> <a class=""twitter-timeline-link"" data-expanded-url=""https://movisis.org/2019/04/14/captan-tornado-de-fuego-en-oklahoma-estados-unidos%f0%9f%87%ba%f0%9f%87%b8/"" dir=""ltr"" href=""https://t.co/STvsFUuHeg"" rel=""nofollow noopener"" target=""_blank"" title=""https://movisis.org/2019/04/14/captan-tornado-de-fuego-en-oklahoma-estados-unidos%f0%9f%87%ba%f0%9f%87%b8/""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">movisis.org/2019/04/14/cap</span><span class=""invisible"">tan-tornado-de-fuego-en-oklahoma-estados-unidos%f0%9f%87%ba%f0%9f%87%b8/</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/KbWUvzKZYx"">pic.twitter.com/KbWUvzKZYx</a></p>",0,0,1,,,,1,"Captan tornado de fuego  en Oklahoma , Estados Unidos https://movisis.org/2019/04/14/captan-tornado-de-fuego-en-oklahoma-estados-unidos%f0%9f%87%ba%f0%9f%87%b8/ …pic.twitter.com/KbWUvzKZYx",2019-04-14 23:46:04,1555285564,1117574773318586368,/MOVISISEC/status/1117574773318586368,937469028045611008,MOVISISEC
529,Raven G 👁,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> Watch in North Carolina. I’d say “I’m not in Kansas anymore” but that wouldn’t make any damn sense! Be safe people! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/tornadowatch?src=hash""><s>#</s><b>tornadowatch</b></a> <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/NorthCarolina?src=hash""><s>#</s><b>NorthCarolina</b></a></p>",0,0,1,,,,0,Tornado Watch in North Carolina. I’d say “I’m not in Kansas anymore” but that wouldn’t make any damn sense! Be safe people! #tornadowatch #NorthCarolina,2019-04-14 23:46:03,1555285563,1117574770659295232,/CocktailShaking/status/1117574770659295232,2730083355,CocktailShaking
530,SprayBaby 🤷🏾‍♂️,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Y’all on here trippin talkin bout a <strong>tornado</strong> I was sleep da whole time <img alt=""😂"" aria-label=""Emoji: Face with tears of joy"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f602.png"" title=""Face with tears of joy""/></p>",0,3,1,,,,0,Y’all on here trippin talkin bout a tornado I was sleep da whole time ,2019-04-14 23:46:03,1555285563,1117574768998387712,/Spraybaby95/status/1117574768998387712,1040407370785058819,Spraybaby95
531,tina snodgrass,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">we are way down in the bottom right corner, I think we might get a thunder storm but not a <strong>tornado</strong> but you never know.... <a class=""twitter-timeline-link"" data-expanded-url=""https://www.facebook.com/tina.snodgrass2/posts/2433324640033024"" dir=""ltr"" href=""https://t.co/A5NxywoA15"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.facebook.com/tina.snodgrass2/posts/2433324640033024""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">facebook.com/tina.snodgrass</span><span class=""invisible"">2/posts/2433324640033024</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"we are way down in the bottom right corner, I think we might get a thunder storm but not a tornado but you never know.... https://www.facebook.com/tina.snodgrass2/posts/2433324640033024 …",2019-04-14 23:45:58,1555285558,1117574749431980033,/tinasnodgrass1/status/1117574749431980033,386929512,tinasnodgrass1
532,Sweet Jones,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">DAWG. This fucking Colleague of mine just fucking smoked her vape in the office b!! Damnnn and she turned to the side to blow that fukin <strong>tornado</strong> out like it wasnt going to fill the room...DAWG</p>",0,1,0,,,,0,DAWG. This fucking Colleague of mine just fucking smoked her vape in the office b!! Damnnn and she turned to the side to blow that fukin tornado out like it wasnt going to fill the room...DAWG,2019-04-14 23:45:55,1555285555,1117574735318200321,/J0SEPH_/status/1117574735318200321,166535690,J0SEPH_
533,東　信克,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">【<strong>Tornado</strong> Jr.】
5日目更新です^^
<a class=""twitter-timeline-link"" data-expanded-url=""http://mickeyboo.jugem.jp/?eid=514&amp;fbclid=IwAR1X0Z7FIZxCsjiVIl2aWDhzmi70E52gszJZMNswghjzhGu9gyqYODiAwmE"" dir=""ltr"" href=""https://t.co/E0dHEMWoJC"" rel=""nofollow noopener"" target=""_blank"" title=""http://mickeyboo.jugem.jp/?eid=514&amp;fbclid=IwAR1X0Z7FIZxCsjiVIl2aWDhzmi70E52gszJZMNswghjzhGu9gyqYODiAwmE""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">mickeyboo.jugem.jp/?eid=514&amp;fbcli</span><span class=""invisible"">d=IwAR1X0Z7FIZxCsjiVIl2aWDhzmi70E52gszJZMNswghjzhGu9gyqYODiAwmE</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"【Tornado Jr.】
5日目更新です^^
http://mickeyboo.jugem.jp/?eid=514&fbclid=IwAR1X0Z7FIZxCsjiVIl2aWDhzmi70E52gszJZMNswghjzhGu9gyqYODiAwmE …",2019-04-14 23:45:54,1555285554,1117574731211796480,/gatchan/status/1117574731211796480,28304551,gatchan
534,Tracy Ritenour,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Alert Day: <strong>Tornado</strong> Watch in effect until 3 a.m. Monday <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://www.wtae.com/article/warm-with-rain-showers-and-thunderstorms/27139162"" dir=""ltr"" href=""https://t.co/GljqVxXjUL"" rel=""nofollow noopener"" target=""_blank"" title=""https://www.wtae.com/article/warm-with-rain-showers-and-thunderstorms/27139162""><span class=""tco-ellipsis""></span><span class=""invisible"">https://www.</span><span class=""js-display-url"">wtae.com/article/warm-w</span><span class=""invisible"">ith-rain-showers-and-thunderstorms/27139162</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,1,0,,,,1,Alert Day: Tornado Watch in effect until 3 a.m. Monday https://www.wtae.com/article/warm-with-rain-showers-and-thunderstorms/27139162 …,2019-04-14 23:45:53,1555285553,1117574728057872385,/RitenourTracy/status/1117574728057872385,2857273051,RitenourTracy
535,Joe Calhoun,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A <strong>TORNADO</strong> WARNING has been issued for York County. Head over to <a class=""twitter-timeline-link"" data-expanded-url=""http://www.wgal.com/alerts"" dir=""ltr"" href=""https://t.co/38pFtxMddb"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.wgal.com/alerts""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">wgal.com/alerts</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> for details and tune in to WGAL for the latest! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PAwx?src=hash""><s>#</s><b>PAwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/F6y4ZQfzqK"">pic.twitter.com/F6y4ZQfzqK</a></p>",0,1,0,,,,0,A TORNADO WARNING has been issued for York County. Head over to http://www.wgal.com/alerts  for details and tune in to WGAL for the latest! #PAwxpic.twitter.com/F6y4ZQfzqK,2019-04-14 23:45:50,1555285550,1117574716796088320,/JoeCalhounWGAL/status/1117574716796088320,2472930968,JoeCalhounWGAL
536,Fahque Magoo,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>TORNADO</strong> WATCH : For Central PA Until 3:00AM | WHP580 Newsroom | WHP 580 <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""http://ihe.art/ERFC82F"" dir=""ltr"" href=""https://t.co/WjCrC58VAa"" rel=""nofollow noopener"" target=""_blank"" title=""http://ihe.art/ERFC82F""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">ihe.art/ERFC82F</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,0,0,,,,0,TORNADO WATCH : For Central PA Until 3:00AM | WHP580 Newsroom | WHP 580 http://ihe.art/ERFC82F ,2019-04-14 23:45:50,1555285550,1117574714501816323,/GFYNationdotcom/status/1117574714501816323,3007778614,GFYNationdotcom
537,Matt Moore,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A <strong>TORNADO</strong> WARNING has been issued for York County. Head over to <a class=""twitter-timeline-link"" data-expanded-url=""http://www.wgal.com/alerts"" dir=""ltr"" href=""https://t.co/0ooqHoVEGP"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.wgal.com/alerts""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">wgal.com/alerts</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> for details and tune in to WGAL for the latest! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PAwx?src=hash""><s>#</s><b>PAwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/ydEqVuDuVh"">pic.twitter.com/ydEqVuDuVh</a></p>",0,0,0,,,,1,A TORNADO WARNING has been issued for York County. Head over to http://www.wgal.com/alerts  for details and tune in to WGAL for the latest! #PAwxpic.twitter.com/ydEqVuDuVh,2019-04-14 23:45:49,1555285549,1117574710500392960,/WGALMattMoore/status/1117574710500392960,537580264,WGALMattMoore
538,Ethan Huston,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A <strong>TORNADO</strong> WARNING has been issued for York County. Head over to <a class=""twitter-timeline-link"" data-expanded-url=""http://www.wgal.com/alerts"" dir=""ltr"" href=""https://t.co/yWBXrp61uZ"" rel=""nofollow noopener"" target=""_blank"" title=""http://www.wgal.com/alerts""><span class=""tco-ellipsis""></span><span class=""invisible"">http://www.</span><span class=""js-display-url"">wgal.com/alerts</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a> for details and tune in to WGAL for the latest! <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/PAwx?src=hash""><s>#</s><b>PAwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/xHbxpyC47O"">pic.twitter.com/xHbxpyC47O</a></p>",0,4,0,,,,3,A TORNADO WARNING has been issued for York County. Head over to http://www.wgal.com/alerts  for details and tune in to WGAL for the latest! #PAwxpic.twitter.com/xHbxpyC47O,2019-04-14 23:45:47,1555285547,1117574703709921282,/EthanWGAL/status/1117574703709921282,1705051657,EthanWGAL
539,Bretton Crosby,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Given yesterday’s context, it does beg the question if stations ought to have some policy about killing all of the weekend filler tweets in an actual news event. Probably should. Nobody needs a random buzzfeed listicle during a <strong>tornado</strong> warning.</p>",0,3,1,,,,0,"Given yesterday’s context, it does beg the question if stations ought to have some policy about killing all of the weekend filler tweets in an actual news event. Probably should. Nobody needs a random buzzfeed listicle during a tornado warning.",2019-04-14 23:45:46,1555285546,1117574700715126786,/brettoncrosby/status/1117574700715126786,14816786,brettoncrosby
540,~olivia,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Stay safe to all my mutuals with a <strong>tornado</strong> warning <img alt=""💛"" aria-label=""Emoji: Yellow heart"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f49b.png"" title=""Yellow heart""/></p>",0,0,0,,,,0,Stay safe to all my mutuals with a tornado warning ,2019-04-14 23:45:46,1555285546,1117574698773225474,/babyhoneyyhs/status/1117574698773225474,889610814520533000,babyhoneyyhs
541,💫 Sara Housseal 💫,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><strong>Tornado</strong> warning for my area!</p>",0,0,0,,,,0,Tornado warning for my area!,2019-04-14 23:45:44,1555285544,1117574691877728257,/SNHWx/status/1117574691877728257,840625272,SNHWx
542,Cass | 31,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">theres a few <strong>tornado</strong> warnings in pennsylvania, virginia, and maryland</p>",0,1,2,,,,0,"theres a few tornado warnings in pennsylvania, virginia, and maryland",2019-04-14 23:45:43,1555285543,1117574685972156421,/PacificChlorine/status/1117574685972156421,929767550619213825,PacificChlorine
543,Greenway,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Everyone out there please stay safe, even if you’re not in a <strong>tornado</strong> warning area.</p>",0,1,0,,,,0,"Everyone out there please stay safe, even if you’re not in a tornado warning area.",2019-04-14 23:45:42,1555285542,1117574682377687041,/AGreenway22/status/1117574682377687041,39633152,AGreenway22
544,alaska,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">oh cool, most of my state under a <strong>tornado</strong> watch</p>",0,0,0,,,,0,"oh cool, most of my state under a tornado watch",2019-04-14 23:45:41,1555285541,1117574678346911745,/yveslights/status/1117574678346911745,936758701037441024,yveslights
545,allie,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">very happy to report i was NOT trapped in a walmart electronics section during this <strong>tornado</strong> warning</p>",0,2,1,,,,0,very happy to report i was NOT trapped in a walmart electronics section during this tornado warning,2019-04-14 23:45:39,1555285539,1117574668142153729,/allieburnsmusic/status/1117574668142153729,96904564,allieburnsmusic
546,##leah !! ☆ ~,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">the way i’m about to die from a <strong>tornado</strong> <img alt=""🙈"" aria-label=""Emoji: See-no-evil monkey"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f648.png"" title=""See-no-evil monkey""/><img alt=""✨"" aria-label=""Emoji: Sparkles"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/2728.png"" title=""Sparkles""/></p>",0,15,3,,,,0,the way i’m about to die from a tornado ,2019-04-14 23:45:37,1555285537,1117574660051415040,/jenoswrld/status/1117574660051415040,1068694709621669889,jenoswrld
547,💫 Sara Housseal 💫,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Definitely don’t want anyone to get hurt, but it’s been awhile since York has been hit by a <strong>tornado</strong>, so interested to see what happens!</p>",0,0,0,,,,0,"Definitely don’t want anyone to get hurt, but it’s been awhile since York has been hit by a tornado, so interested to see what happens!",2019-04-14 23:45:34,1555285534,1117574647309045761,/SNHWx/status/1117574647309045761,840625272,SNHWx
