,fullname,html,is_retweet,likes,replies,retweet_id,retweeter_userid,retweeter_username,retweets,text,timestamp,timestamp_epochs,tweet_id,tweet_url,user_id,username
192,IndianaWxAlerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX expires Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph, Starke [IN] <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016"" dir=""ltr"" href=""https://t.co/VWYPSYf0rL"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">EXP-KIWX-FF-W-0016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX expires Flash Flood Warning for La Porte, Marshall, St. Joseph, Starke [IN] https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016 …",2019-07-21 23:39:13,1563752353,1153087063597682690,/INDwxAlerts/status/1153087063597682690,708721702910320640,INDwxAlerts
193,Dynamic Weather Agency LLC. Ohio,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX expires Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph, Starke [IN] <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016"" dir=""ltr"" href=""https://t.co/C81l92Em6O"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">EXP-KIWX-FF-W-0016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX expires Flash Flood Warning for La Porte, Marshall, St. Joseph, Starke [IN] https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016 …",2019-07-21 23:39:13,1563752353,1153087063576797184,/DynamicWx_OH/status/1153087063576797184,953999096955789312,DynamicWx_OH
194,stormy friday,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX expires Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph, Starke [IN] <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016"" dir=""ltr"" href=""https://t.co/IUsCBN0gtG"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">EXP-KIWX-FF-W-0016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX expires Flash Flood Warning for La Porte, Marshall, St. Joseph, Starke [IN] https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016 …",2019-07-21 23:39:13,1563752353,1153087063576764416,/stormy1333/status/1153087063576764416,1675683596,stormy1333
195,Dynamic Weather Agency LLC. Indiana,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX expires Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph, Starke [IN] <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016"" dir=""ltr"" href=""https://t.co/Bqkuj3B80m"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">EXP-KIWX-FF-W-0016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX expires Flash Flood Warning for La Porte, Marshall, St. Joseph, Starke [IN] https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016 …",2019-07-21 23:39:13,1563752353,1153087063555809281,/DynamicWx_IN/status/1153087063555809281,953997910525476864,DynamicWx_IN
196,IEMBot IWX,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">IWX expires Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph, Starke [IN] <a class=""twitter-timeline-link"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016"" dir=""ltr"" href=""https://t.co/56ZzY6oW1q"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">EXP-KIWX-FF-W-0016</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"IWX expires Flash Flood Warning for La Porte, Marshall, St. Joseph, Starke [IN] https://mesonet.agron.iastate.edu/vtec/f/2019-O-EXP-KIWX-FF-W-0016 …",2019-07-21 23:39:13,1563752353,1153087063543177222,/iembot_iwx/status/1153087063543177222,34936291,iembot_iwx
197,Adrianna Michaels,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">**FLASH <strong>FLOOD</strong> WARNING** For Wyandot County until 1:30 AM. Thunderstorms producing heavy rain are moving slowly over the area. 

2-3 inches of rain have already fallen and more is expected. Flooded roadways are likely.

Turn around, don't drown. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ohwx?src=hash""><s>#</s><b>ohwx</b></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/6NH1N6XzbZ"">pic.twitter.com/6NH1N6XzbZ</a></p>",0,1,0,,,,0,"**FLASH FLOOD WARNING** For Wyandot County until 1:30 AM. Thunderstorms producing heavy rain are moving slowly over the area. 

2-3 inches of rain have already fallen and more is expected. Flooded roadways are likely.

Turn around, don't drown. #ohwxpic.twitter.com/6NH1N6XzbZ",2019-07-21 23:39:13,1563752353,1153087060380672002,/AMichaels_WX/status/1153087060380672002,45485355,AMichaels_WX
198,BAMWXALERTS_IN,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/INWX?src=hash""><s>#</s><b>INWX</b></a> NWS has Expired a Flash <strong>Flood</strong> Warning for La Porte, Marshall, St. Joseph &amp; Starke Counties until 7:45 PM EDT</p>",0,0,0,,,,0,"#INWX NWS has Expired a Flash Flood Warning for La Porte, Marshall, St. Joseph & Starke Counties until 7:45 PM EDT",2019-07-21 23:39:07,1563752347,1153087035466571776,/BAMWXALERTS_IN/status/1153087035466571776,1646527578,BAMWXALERTS_IN
199,jonathan,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">This heat is no joke. He did say the world wasn’t going to end in a <strong>flood</strong> the next go around <img alt=""🤷‍♂️"" aria-label=""Emoji: Man shrugging"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f937-200d-2642-fe0f.png"" title=""Man shrugging""/></p>",0,0,0,,,,0,This heat is no joke. He did say the world wasn’t going to end in a flood the next go around ,2019-07-21 23:39:04,1563752344,1153087024489889792,/jonopolis/status/1153087024489889792,3663116966,jonopolis
200,Richland Source,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">A flash <strong>flood</strong> warning means <strong>flooding</strong> is imminent or occurring, the NWS office in Cleveland said.

<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://buff.ly/2Y38vMU"" dir=""ltr"" href=""https://t.co/TJahkViQfM"" rel=""nofollow noopener"" target=""_blank"" title=""https://buff.ly/2Y38vMU""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">buff.ly/2Y38vMU</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a></p>",0,1,0,,,,1,"A flash flood warning means flooding is imminent or occurring, the NWS office in Cleveland said.

https://buff.ly/2Y38vMU ",2019-07-21 23:38:57,1563752337,1153086994140028928,/RichlandSource/status/1153086994140028928,1095515318,RichlandSource
201,Ethan Huston,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Quarter to half-dollar sized hail possible in the storm centered between East Berlin &amp; Wellsville, York County. Super Doppler 8 shows hail core in the storm could be as high as 30K ft.  Storm will also quickly drop heavy rain. Flash <strong>flooding</strong> is possible. 
 <a class=""twitter-timeline-link"" data-expanded-url=""https://bit.ly/2Mp2GZ3"" dir=""ltr"" href=""https://t.co/2VNOkKKe1Z"" rel=""nofollow noopener"" target=""_blank"" title=""https://bit.ly/2Mp2GZ3""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">bit.ly/2Mp2GZ3</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/THYJZkWTzX"">pic.twitter.com/THYJZkWTzX</a></p>",0,2,0,,,,0,"Quarter to half-dollar sized hail possible in the storm centered between East Berlin & Wellsville, York County. Super Doppler 8 shows hail core in the storm could be as high as 30K ft.  Storm will also quickly drop heavy rain. Flash flooding is possible. 
 https://bit.ly/2Mp2GZ3 pic.twitter.com/THYJZkWTzX",2019-07-21 23:38:50,1563752330,1153086965748850690,/EthanWGAL/status/1153086965748850690,1705051657,EthanWGAL
202,TheInvisibleWoman72,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">but now that I know if there is a really big <strong>flood</strong> the entire city will be under water and shit and piss im the frig out of here...</p>",0,0,0,,,,0,but now that I know if there is a really big flood the entire city will be under water and shit and piss im the frig out of here...,2019-07-21 23:38:49,1563752329,1153086962238205954,/TMSophia72/status/1153086962238205954,1041783706896289793,TMSophia72
203,Nisha Garg,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">166 Dead In Assam, Bihar <strong>Floods</strong>, Around 1.11 Crore Affected <a class=""twitter-timeline-link"" data-expanded-url=""http://dlvr.it/R8qrrH"" dir=""ltr"" href=""https://t.co/nWmRFGoluZ"" rel=""nofollow noopener"" target=""_blank"" title=""http://dlvr.it/R8qrrH""><span class=""tco-ellipsis""></span><span class=""invisible"">http://</span><span class=""js-display-url"">dlvr.it/R8qrrH</span><span class=""invisible""></span><span class=""tco-ellipsis""><span class=""invisible""> </span></span></a><a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/qiGI6okWfJ"">pic.twitter.com/qiGI6okWfJ</a></p>",0,0,0,,,,0,"166 Dead In Assam, Bihar Floods, Around 1.11 Crore Affected http://dlvr.it/R8qrrH pic.twitter.com/qiGI6okWfJ",2019-07-21 23:38:37,1563752317,1153086909247188992,/HelloNishaGarg/status/1153086909247188992,908281158705733632,HelloNishaGarg
204,しゅんきち🎣自称:裏世界開拓者・Liberté・,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">ふらぱぱすんごい(꒪꒫꒪ﾉﾉ""ﾊﾟﾁﾊﾟﾁﾊﾟﾁﾊﾟﾂ</p>",0,0,0,,,,0,"ふらぱぱすんごい(꒪꒫꒪ﾉﾉ""ﾊﾟﾁﾊﾟﾁﾊﾟﾁﾊﾟﾂ",2019-07-21 23:38:28,1563752308,1153086872110825472,/hassi_shunkichi/status/1153086872110825472,1038103232730431488,hassi_shunkichi
205,🇺🇸🇺🇸Trust_The_Plan🇺🇸🇺🇸,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">They need blacks for ONE more election cycle, until they can <strong>flood</strong> the country with illegals and true immigrants. Then blacks won’t be needed as they will have been replaced.</p>",0,5,0,,,,1,"They need blacks for ONE more election cycle, until they can flood the country with illegals and true immigrants. Then blacks won’t be needed as they will have been replaced.",2019-07-21 23:38:21,1563752301,1153086843182899200,/trumps_all/status/1153086843182899200,780990436580155393,trumps_all
206,Flood The Mainstream,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">Of course, a weak pound is compensated for somewhat by increased exports, but our biggest market is already turning away from us and if we get Boris' No Deal Brexit, ALL exports will collapse. The pound is not going to rebound in that situation. We're so fucked.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/damocrat/status/1152900392243646464"" dir=""ltr"" href=""https://t.co/nC7Tdt90WA"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/damocrat/status/1152900392243646464""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/damocrat/statu</span><span class=""invisible"">s/1152900392243646464</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"Of course, a weak pound is compensated for somewhat by increased exports, but our biggest market is already turning away from us and if we get Boris' No Deal Brexit, ALL exports will collapse. The pound is not going to rebound in that situation. We're so fucked.https://twitter.com/damocrat/status/1152900392243646464 …",2019-07-21 23:38:19,1563752299,1153086834374828034,/FloodTheMnstrm/status/1153086834374828034,357855682,FloodTheMnstrm
207,Big Little Kev,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">just a <strong>flood</strong> of punchy, crazy moments</p>",0,1,0,,,,0,"just a flood of punchy, crazy moments",2019-07-21 23:37:35,1563752255,1153086650798485506,/KevKoeser/status/1153086650798485506,1035918121398362113,KevKoeser
208,kelle 💗,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">i want a mix of summer 16 minus the <strong>flood</strong> &amp; summer 17 but with fiscal responsibility. that would be optimum.</p>",0,17,0,,,,7,i want a mix of summer 16 minus the flood & summer 17 but with fiscal responsibility. that would be optimum.,2019-07-21 23:37:30,1563752250,1153086628698738689,/xoxokelle/status/1153086628698738689,2545237039,xoxokelle
209,UEMA,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">NATIONAL WEATHER SERVICE HAS ISSUED A FLASH <strong>FLOOD</strong> WARNING FOR FAYETTE COUNTY UNTIL 10:30 PM
THERE ARE SEVERAL STREETS EXPERIENCING <strong>FLOODING</strong> ALONG WITH REPORTS OF TREES AND WIRES DOWN IN THE CITY.  ****PLEASE DO NOT ATTEMPT TO TRAVEL THROUGH <strong>FLOOD</strong> WATERS****</p>",0,1,0,,,,1,"NATIONAL WEATHER SERVICE HAS ISSUED A FLASH FLOOD WARNING FOR FAYETTE COUNTY UNTIL 10:30 PM
THERE ARE SEVERAL STREETS EXPERIENCING FLOODING ALONG WITH REPORTS OF TREES AND WIRES DOWN IN THE CITY.  ****PLEASE DO NOT ATTEMPT TO TRAVEL THROUGH FLOOD WATERS****",2019-07-21 23:37:27,1563752247,1153086616551985152,/UEMA100/status/1153086616551985152,881283694660653060,UEMA100
210,Thread Reader App,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Hallo there is your unroll: Thread by <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""859885488668389377"" dir=""ltr"" href=""/JamesBejon""><s>@</s><b>JamesBejon</b></a>: ""THREAD: Source Criticism &amp;amp; the <strong>Flood</strong>. Classically, source criticism views the <strong>flood</strong> narrative as an amalgamation of […]"" <a class=""twitter-timeline-link"" data-expanded-url=""https://threadreaderapp.com/thread/1153046881766916096.html"" dir=""ltr"" href=""https://t.co/DFHs9Dwjpg"" rel=""nofollow noopener"" target=""_blank"" title=""https://threadreaderapp.com/thread/1153046881766916096.html""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">threadreaderapp.com/thread/1153046</span><span class=""invisible"">881766916096.html</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a>
See you soon. <img alt=""🤖"" aria-label=""Emoji: Robot face"" class=""Emoji Emoji--forText"" draggable=""false"" src=""https://abs.twimg.com/emoji/v2/72x72/1f916.png"" title=""Robot face""/></p>",0,1,0,,,,0,"Hallo there is your unroll: Thread by @JamesBejon: ""THREAD: Source Criticism &amp; the Flood. Classically, source criticism views the flood narrative as an amalgamation of […]"" https://threadreaderapp.com/thread/1153046881766916096.html …
See you soon. ",2019-07-21 23:37:26,1563752246,1153086614769479681,/threadreaderapp/status/1153086614769479681,895814938995957760,threadreaderapp
211,88.9 WRDL - Ashland,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WRDLWeather?src=hash""><s>#</s><b>WRDLWeather</b></a> Update: Flash <strong>Flood</strong> Warnings are in effect for Ashland, Crawford, and Richland County until 1:15am, and Wayne County until 10pm tonight. Heavy rains and thunderstorms expected in the <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WRDL?src=hash""><s>#</s><b>WRDL</b></a> listening area.<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/nwscle/status/1153079859951931393"" dir=""ltr"" href=""https://t.co/cEX6i0rMhT"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/nwscle/status/1153079859951931393""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/nwscle/status/</span><span class=""invisible"">1153079859951931393</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"#WRDLWeather Update: Flash Flood Warnings are in effect for Ashland, Crawford, and Richland County until 1:15am, and Wayne County until 10pm tonight. Heavy rains and thunderstorms expected in the #WRDL listening area.https://twitter.com/nwscle/status/1153079859951931393 …",2019-07-21 23:37:25,1563752245,1153086609497178112,/889_WRDL/status/1153086609497178112,605584960,889_WRDL
212,Tremayne Inyarachaa B.,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">The Most High's <strong>flooding</strong> out the rich folks of Colorado Springs today! I wonder why? Because He knows they're part of the deception perhaps? <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/90zoYUQRzC"">pic.twitter.com/90zoYUQRzC</a></p>",0,2,1,,,,0,The Most High's flooding out the rich folks of Colorado Springs today! I wonder why? Because He knows they're part of the deception perhaps? pic.twitter.com/90zoYUQRzC,2019-07-21 23:37:06,1563752226,1153086528337457154,/BaileyTremayne/status/1153086528337457154,2792922863,BaileyTremayne
213,New Account,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Noses blush tights water spent worn coral crimson <strong>flood</strong> fatigue</p>",0,0,0,,,,0,Noses blush tights water spent worn coral crimson flood fatigue,2019-07-21 23:36:49,1563752209,1153086457558523906,/dgst101/status/1153086457558523906,827520748906487808,dgst101
214,PL está de férias,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">""Oh, Ophelia
You've been on my mind, girl, since the <strong>flood</strong>
Oh, Ophelia
Heaven help the fool who falls in love""
<a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://open.spotify.com/track/5NORWMFC27ywGSZxi8uquP?si=cSfmW8ahQQaMXXU3Kryk4w"" dir=""ltr"" href=""https://t.co/KijiYQF93K"" rel=""nofollow noopener"" target=""_blank"" title=""https://open.spotify.com/track/5NORWMFC27ywGSZxi8uquP?si=cSfmW8ahQQaMXXU3Kryk4w""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">open.spotify.com/track/5NORWMFC</span><span class=""invisible"">27ywGSZxi8uquP?si=cSfmW8ahQQaMXXU3Kryk4w</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,1,,,,0,"""Oh, Ophelia
You've been on my mind, girl, since the flood
Oh, Ophelia
Heaven help the fool who falls in love""
https://open.spotify.com/track/5NORWMFC27ywGSZxi8uquP?si=cSfmW8ahQQaMXXU3Kryk4w …",2019-07-21 23:36:41,1563752201,1153086422775226369,/neo_liberaleco/status/1153086422775226369,1024121290624577536,neo_liberaleco
215,Mark C Haakenson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">Minnesota ""the gopher state"" is a true nickname.  Dealing with these pesky critters this summer.  Especially now when the fox has moved out during the <strong>flood</strong> and our cat died before that.</p>",0,0,0,,,,0,"Minnesota ""the gopher state"" is a true nickname.  Dealing with these pesky critters this summer.  Especially now when the fox has moved out during the flood and our cat died before that.",2019-07-21 23:36:36,1563752196,1153086401308700672,/mark_haakenson/status/1153086401308700672,947667875371847680,mark_haakenson
216,Rae Cote,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s nice listening to the rain without worry of <strong>flooding</strong>.</p>",0,1,1,,,,0,It’s nice listening to the rain without worry of flooding.,2019-07-21 23:36:34,1563752194,1153086395327700994,/rcote75/status/1153086395327700994,180810087,rcote75
217,IEMBot PUB,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">PUB issues Areal <strong>Flood</strong> Advisory for El Paso [CO] till Jul 21, 7:30 PM MDT <a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KPUB-FA-Y-0048"" dir=""ltr"" href=""https://t.co/BLX1FSzmfi"" rel=""nofollow noopener"" target=""_blank"" title=""https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KPUB-FA-Y-0048""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">mesonet.agron.iastate.edu/vtec/f/2019-O-</span><span class=""invisible"">NEW-KPUB-FA-Y-0048</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,"PUB issues Areal Flood Advisory for El Paso [CO] till Jul 21, 7:30 PM MDT https://mesonet.agron.iastate.edu/vtec/f/2019-O-NEW-KPUB-FA-Y-0048 …",2019-07-21 23:36:24,1563752184,1153086354236071938,/iembot_pub/status/1153086354236071938,34929432,iembot_pub
218,さしみ（インド旅行中）,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""ja"">あーーーーー回数券つかいわすれた   あほ</p>",0,0,0,,,,0,あーーーーー回数券つかいわすれた   あほ,2019-07-21 23:36:12,1563752172,1153086302092316673,/flood_rawfish/status/1153086302092316673,2192381132,flood_rawfish
219,Joel Edmund Anderson,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">(2) The crisis is that people are <strong>flooding</strong> the border and those who are coming illegally are over-running an already overrun system. The detention centers are meant to hold people for a few days/weeks tops. But now the backlog has led to the current situation.</p>",0,0,1,,,,0,(2) The crisis is that people are flooding the border and those who are coming illegally are over-running an already overrun system. The detention centers are meant to hold people for a few days/weeks tops. But now the backlog has led to the current situation.,2019-07-21 23:36:08,1563752168,1153086286900674560,/joel_edmund/status/1153086286900674560,3377686785,joel_edmund
220,ArtGirl,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""4"" lang=""en"">.Nice try, <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""17494010"" dir=""ltr"" href=""/SenSchumer""><s>@</s><b>SenSchumer</b></a>:  this would not have happened if YOU/Congress had done their job &amp; supported <a class=""twitter-atreply pretty-link js-nav"" data-mentioned-user-id=""822215679726100480"" dir=""ltr"" href=""/POTUS""><s>@</s><b>POTUS</b></a> 2 fix immigration loopholes that you &amp; your Trump/America haters have kept in place to <strong>flood</strong> the border w/illegals to get more dependent votes.  <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/TRUMP2020Landside?src=hash""><s>#</s><b>TRUMP2020Landside</b></a><a class=""twitter-timeline-link u-hidden"" data-expanded-url=""https://twitter.com/SenSchumer/status/1152387386137034752"" dir=""ltr"" href=""https://t.co/xPvDyQz4Ay"" rel=""nofollow noopener"" target=""_blank"" title=""https://twitter.com/SenSchumer/status/1152387386137034752""><span class=""tco-ellipsis""></span><span class=""invisible"">https://</span><span class=""js-display-url"">twitter.com/SenSchumer/sta</span><span class=""invisible"">tus/1152387386137034752</span><span class=""tco-ellipsis""><span class=""invisible""> </span>…</span></a></p>",0,0,0,,,,0,".Nice try, @SenSchumer:  this would not have happened if YOU/Congress had done their job & supported @POTUS 2 fix immigration loopholes that you & your Trump/America haters have kept in place to flood the border w/illegals to get more dependent votes.  #TRUMP2020Landsidehttps://twitter.com/SenSchumer/status/1152387386137034752 …",2019-07-21 23:36:04,1563752164,1153086267820859393,/ColeArt8/status/1153086267820859393,733646189078450179,ColeArt8
221,Ohio Weather Alerts,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">New event. Areal <strong>Flood</strong> Advisory from 7/21/2019 7:35 PM to 10:30 PM EDT for Defiance, Williams. <a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/ohwx?src=hash""><s>#</s><b>ohwx</b></a></p>",0,0,0,,,,0,"New event. Areal Flood Advisory from 7/21/2019 7:35 PM to 10:30 PM EDT for Defiance, Williams. #ohwx",2019-07-21 23:36:04,1563752164,1153086267724374018,/wxalertsohio/status/1153086267724374018,2577236446,wxalertsohio
222,RickBonnette,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en""><a class=""twitter-hashtag pretty-link js-nav"" data-query-source=""hashtag_click"" dir=""ltr"" href=""/hashtag/WasagaBeach?src=hash""><s>#</s><b>WasagaBeach</b></a> the water on Georgian Bay is very high. <strong>Flooding</strong> on the bike lane and even spilling on to street. <a class=""twitter-timeline-link u-hidden"" data-pre-embedded=""true"" dir=""ltr"" href=""https://t.co/yzJYcvxHYc"">pic.twitter.com/yzJYcvxHYc</a></p>",0,9,3,,,,2,#WasagaBeach the water on Georgian Bay is very high. Flooding on the bike lane and even spilling on to street. pic.twitter.com/yzJYcvxHYc,2019-07-21 23:36:03,1563752163,1153086263576203265,/RickBonnette1/status/1153086263576203265,386124476,RickBonnette1
223,Erin Girl,"<p class=""TweetTextSize js-tweet-text tweet-text"" data-aria-label-part=""0"" lang=""en"">It’s at 200 acres now. I could see the flames from Lake Mary Road. That area had a fire, then <strong>floods</strong>, and now fire again.</p>",0,0,0,,,,0,"It’s at 200 acres now. I could see the flames from Lake Mary Road. That area had a fire, then floods, and now fire again.",2019-07-21 23:35:40,1563752140,1153086168595984384,/ErinGirl2/status/1153086168595984384,1033535887311691776,ErinGirl2
